,1a,2a,3a,4a,3b
2019-03-16,8.55703,8.51423,8.56983,8.51635,22.7095
2019-03-17,8.55703,8.51423,8.56983,8.51635,22.7095
2019-03-18,8.51628,8.50848,8.56713,8.54315,22.62229
2019-03-19,8.5432,8.50959,8.55493,8.53763,22.58431
2019-03-20,8.53766,8.46079,8.54826,8.48698,22.62257
2019-03-21,8.48707,8.40964,8.50755,8.45232,22.6313
2019-03-22,8.45234,8.43698,8.58812,8.5653,22.85633
2019-03-23,8.45234,8.43698,8.58812,8.5653,22.85633
2019-03-24,8.45234,8.43698,8.58812,8.5653,22.85633
2019-03-25,8.5652,8.50907,8.5661,8.52628,22.7955
2019-03-26,8.52628,8.51349,8.56483,8.56357,22.87623
2019-03-27,8.56363,8.55076,8.65194,8.62372,22.95257
2019-03-28,8.6236,8.62222,8.67988,8.63371,23.0137
2019-03-29,8.63371,8.5818,8.65394,8.59966,23.02903
2019-03-30,8.63371,8.5818,8.65394,8.59966,23.02903
2019-03-31,8.63371,8.5818,8.65394,8.59966,23.02903
2019-04-01,8.59953,8.54676,8.6015,8.59321,23.007
2019-04-02,8.59322,8.56581,8.62925,8.57347,23.0326
2019-04-03,8.57347,8.54002,8.57512,8.56863,22.93488
2019-04-04,8.56861,8.56697,8.60045,8.59729,22.9311
2019-04-05,8.59729,8.57155,8.62258,8.60223,22.86884
2019-04-06,8.59729,8.57155,8.62258,8.60223,22.86884
2019-04-07,8.59729,8.57155,8.62258,8.60223,22.86884
2019-04-08,8.60223,8.52898,8.60568,8.54151,22.84445
2019-04-09,8.54147,8.52103,8.56641,8.56459,22.76083
2019-04-10,8.56459,8.4864,8.56543,8.49268,22.79597
2019-04-11,8.49266,8.47964,8.54295,8.5139,22.76583
2019-04-12,8.51388,8.4595,8.53249,8.48266,22.71044
2019-04-14,8.51388,8.4595,8.53249,8.48266,22.71044
2019-04-15,8.48265,8.47125,8.50479,8.49018,22.6983
2019-04-16,8.49027,8.46676,8.50252,8.4796,22.75537
2019-04-17,8.47965,8.45818,8.50124,8.49571,22.72866
2019-04-18,8.49573,8.48516,8.55901,8.51048,22.8894
2019-04-19,8.51043,8.49035,8.52049,8.50326,22.86355
2019-04-20,8.51043,8.49035,8.52049,8.50326,22.86355
2019-04-21,8.51043,8.49035,8.52049,8.50326,22.86355
2019-04-22,8.50326,8.47305,8.50687,8.49823,22.86
2019-04-23,8.4981,8.4975,8.57549,8.57536,22.99389
2019-04-24,8.57538,8.56229,8.64917,8.63986,23.1024
2019-04-25,8.63986,8.62715,8.70356,8.6682,23.14452
2019-04-26,8.6682,8.65087,8.69868,8.6772,23.11193
2019-04-27,8.6682,8.65087,8.69868,8.6772,23.11193
2019-04-28,8.6682,8.65087,8.69868,8.6772,23.11193
2019-04-29,8.6772,8.63318,8.69611,8.65365,23.04137
2019-04-30,8.65365,8.60871,8.67322,8.61996,22.9712
2019-05-01,8.61998,8.6065,8.67732,8.66469,22.89945
2019-05-02,8.66466,8.66241,8.76873,8.75714,23.00214
2019-05-03,8.75709,8.67847,8.78734,8.74255,23.0881
2019-05-04,8.75709,8.67847,8.78734,8.74255,23.0881
2019-05-05,8.75709,8.67847,8.78734,8.74255,23.0881
2019-05-06,8.74258,8.69459,8.76294,8.71777,23.00563
2019-05-07,8.71777,8.68139,8.76683,8.73279,23.04187
2019-05-08,8.73279,8.72289,8.78393,8.77216,22.99609
2019-05-09,8.77219,8.73483,8.79671,8.77108,23.02637
2019-05-10,8.77111,8.70106,8.79644,8.72745,22.9402
2019-05-11,8.77111,8.70106,8.79644,8.72745,22.9402
2019-05-12,8.77111,8.70106,8.79644,8.72745,22.9402
2019-05-13,8.72747,8.7026,8.76875,8.74356,22.97097
2019-05-14,8.74356,8.71778,8.7539,8.73922,22.98867
2019-05-15,8.7392,8.70675,8.76253,8.71284,23.05264
2019-05-16,8.71288,8.68131,8.76391,8.75891,23.02824
2019-05-17,8.75891,8.75124,8.79816,8.77882,23.10193
2019-05-18,8.75891,8.75124,8.79816,8.77882,23.10193
2019-05-19,8.75891,8.75124,8.79816,8.77882,23.10193
2019-05-20,8.77889,8.76007,8.7934,8.79145,23.1095
2019-05-21,8.79145,8.74086,8.80385,8.75845,23.14523
2019-05-22,8.75845,8.72889,8.77451,8.764,23.14815
2019-05-23,8.76405,8.74407,8.79757,8.7562,23.24243
2019-05-24,8.75612,8.6593,8.75726,8.682,23.12877
2019-05-25,8.75612,8.6593,8.75726,8.682,23.12877
2019-05-26,8.75612,8.6593,8.75726,8.682,23.12877
2019-05-27,8.68199,8.67876,8.7178,8.70713,23.10654
2019-05-28,8.70714,8.67342,8.7223,8.71755,23.16359
2019-05-29,8.7175,8.71168,8.7761,8.74046,23.24076
2019-05-30,8.74044,8.73778,8.78372,8.7828,23.24303
2019-05-31,8.7828,8.72817,8.79418,8.73769,23.2151
2019-06-01,8.7828,8.72817,8.79418,8.73769,23.2151
2019-06-02,8.7828,8.72817,8.79418,8.73769,23.2151
2019-06-03,8.73769,8.6818,8.76717,8.68877,23.158
2019-06-04,8.68872,8.66243,8.724,8.68661,22.93184
2019-06-05,8.68661,8.65179,8.74638,8.73099,22.8738
2019-06-06,8.731,8.67143,8.73767,8.69984,22.87521
2019-06-07,8.69984,8.60356,8.70925,8.6272,22.8051
2019-06-08,8.69984,8.60356,8.70925,8.6272,22.8051
2019-06-09,8.69984,8.60356,8.70925,8.6272,22.8051
2019-06-10,8.6272,8.62357,8.66682,8.64871,22.6888
2019-06-11,8.64868,8.61505,8.68397,8.63101,22.68519
2019-06-12,8.63104,8.616,8.6709,8.66527,22.67471
2019-06-13,8.66519,8.64175,8.68795,8.68665,22.69113
2019-06-14,8.68665,8.66172,8.72021,8.70502,22.79512
2019-06-15,8.68665,8.66172,8.72021,8.70502,22.79512
2019-06-16,8.68665,8.66172,8.72021,8.70502,22.79512
2019-06-17,8.70501,8.70465,8.73541,8.72712,22.79977
2019-06-18,8.72708,8.71912,8.75845,8.74556,22.90496
2019-06-19,8.74563,8.653,8.75196,8.65706,22.89427
2019-06-20,8.65708,8.53476,8.66353,8.5427,22.75747
2019-06-21,8.5427,8.47934,8.5772,8.48376,22.69767
2019-06-22,8.5427,8.47934,8.5772,8.48376,22.69767
2019-06-23,8.5427,8.47934,8.5772,8.48376,22.69767
2019-06-24,8.48378,8.45387,8.50847,8.48759,22.50725
2019-06-25,8.48761,8.48258,8.55763,8.54238,22.46073
2019-06-26,8.54235,8.47472,8.5495,8.49984,22.4549
2019-06-27,8.49984,8.4957,8.52472,8.51452,22.41128
2019-06-28,8.51452,8.50287,8.54318,8.52734,22.41242
2019-06-29,8.51452,8.50287,8.54318,8.52734,22.41242
2019-06-30,8.51452,8.50287,8.54318,8.52734,22.41242
2019-07-01,8.52727,8.52616,8.58885,8.58361,22.56104
2019-07-02,8.58361,8.5418,8.58557,8.57017,22.55719
2019-07-03,8.57017,8.51887,8.59479,8.52885,22.57801
2019-07-04,8.52884,8.5236,8.54707,8.53316,22.57903
2019-07-05,8.53319,8.53162,8.63792,8.61165,22.75771
2019-07-06,8.53319,8.53162,8.63792,8.61165,22.75771
2019-07-07,8.53319,8.53162,8.63792,8.61165,22.75771
2019-07-08,8.61165,8.59929,8.64672,8.64444,22.7785
2019-07-09,8.64441,8.62746,8.67543,8.65021,22.8155
2019-07-10,8.65023,8.55062,8.66355,8.55276,22.80954
2019-07-11,8.55277,8.5228,8.5625,8.5231,22.76839
2019-07-12,8.52313,8.51866,8.55812,8.53108,22.76784
2019-07-13,8.52313,8.51866,8.55812,8.53108,22.76784
2019-07-14,8.52313,8.51866,8.55812,8.53108,22.76784
2019-07-15,8.53105,8.52214,8.54996,8.53836,22.74648
2019-07-16,8.53836,8.53565,8.58331,8.58108,22.83735
2019-07-17,8.58102,8.5638,8.59271,8.58051,22.8557
2019-07-18,8.58051,8.50561,8.60877,8.54086,22.83186
2019-07-19,8.54084,8.53665,8.58491,8.5713,22.78143
2019-07-20,8.54084,8.53665,8.58491,8.5713,22.78143
2019-07-21,8.54084,8.53665,8.58491,8.5713,22.78143
2019-07-22,8.57129,8.56676,8.62916,8.62564,22.82295
2019-07-23,8.62562,8.62542,8.6945,8.68639,22.92486
2019-07-24,8.68639,8.62252,8.69501,8.64778,22.95853
2019-07-25,8.64775,8.62879,8.685,8.67476,22.97982
2019-07-26,8.67478,8.67399,8.73094,8.71473,23.0074
2019-07-27,8.67478,8.67399,8.73094,8.71473,23.0074
2019-07-28,8.67478,8.67399,8.73094,8.71473,23.0074
2019-07-29,8.71473,8.6632,8.72901,8.69263,23.0454
2019-07-30,8.69257,8.69103,8.77738,8.75601,23.0484
2019-07-31,8.75601,8.74556,8.89266,8.87337,23.2871
2019-08-01,8.87339,8.8379,8.90244,8.89026,23.35136
2019-08-02,8.89018,8.88007,8.95613,8.92048,23.28483
2019-08-03,8.89018,8.88007,8.95613,8.92048,23.28483
2019-08-04,8.89018,8.88007,8.95613,8.92048,23.28483
2019-08-05,8.92052,8.89265,8.95087,8.90485,23.18
2019-08-06,8.90485,8.88679,8.92016,8.9084,23.05991
2019-08-07,8.90838,8.89186,8.98462,8.92897,23.01913
2019-08-08,8.92901,8.90153,8.95863,8.92452,23.06914
2019-08-09,8.92453,8.848,8.92586,8.87285,23.08098
2019-08-10,8.92453,8.848,8.92586,8.87285,23.08098
2019-08-11,8.92453,8.848,8.92586,8.87285,23.08098
2019-08-12,8.8727,8.87005,8.951,8.92318,23.15175
2019-08-13,8.92314,8.86219,8.93563,8.8811,23.1218
2019-08-14,8.8811,8.87095,8.9882,8.96625,23.2544
2019-08-15,8.96629,8.90798,9.03635,9.01887,23.30197
2019-08-16,9.01887,8.9652,9.04326,9.0026,23.3075
2019-08-17,9.01887,8.9652,9.04326,9.0026,23.3075
2019-08-18,9.01887,8.9652,9.04326,9.0026,23.3075
2019-08-19,9.0026,8.95831,9.0097,8.97253,23.28357
2019-08-20,8.97254,8.96705,9.0215,8.98424,23.3135
2019-08-21,8.98421,8.91954,8.99867,8.95074,23.27077
2019-08-22,8.95065,8.92837,8.99966,8.98456,23.31641
2019-08-23,8.98456,8.93034,9.01328,8.97776,23.32485
2019-08-24,8.98456,8.93034,9.01328,8.97776,23.32485
2019-08-25,8.98456,8.93034,9.01328,8.97776,23.32485
2019-08-26,8.97779,8.95879,9.01966,9.01785,23.25581
2019-08-27,9.01785,8.98381,9.02936,9.01122,23.30865
2019-08-28,9.0112,9.00773,9.05058,9.04644,23.36843
2019-08-29,9.04641,9.04482,9.11092,9.10846,23.44107
2019-08-30,9.10847,9.0782,9.1297,9.11656,23.66491
2019-08-31,9.10847,9.0782,9.1297,9.11656,23.66491
2019-09-01,9.10847,9.0782,9.1297,9.11656,23.66491
2019-09-02,9.11658,9.08879,9.13007,9.12729,23.6709
2019-09-03,9.12729,9.0858,9.16337,9.09232,23.69656
2019-09-04,9.09226,9.01361,9.09901,9.01972,23.54405
2019-09-05,9.01975,8.96384,9.03555,9.00645,23.46271
2019-09-06,9.00638,8.95856,9.02239,8.97849,23.4579
2019-09-07,9.00638,8.95856,9.02239,8.97849,23.4579
2019-09-08,9.00638,8.95856,9.02239,8.97849,23.4579
2019-09-09,8.97847,8.9115,8.97885,8.92511,23.4721
2019-09-10,8.92509,8.91681,8.98637,8.94956,23.44488
2019-09-11,8.94957,8.93503,8.98335,8.94555,23.56253
2019-09-12,8.94554,8.91312,9.00982,8.97141,23.63546
2019-09-13,8.97144,8.91062,8.98803,8.94011,23.35564
2019-09-14,8.97144,8.91062,8.98803,8.94011,23.35564
2019-09-15,8.97144,8.91062,8.98803,8.94011,23.35564
2019-09-16,8.94029,8.91908,8.98896,8.9644,23.5296
2019-09-17,8.9644,8.90087,8.9822,8.93638,23.5376
2019-09-18,8.93641,8.92056,8.97848,8.94829,23.49693
2019-09-19,8.94831,8.85806,8.98337,8.96454,23.45686
2019-09-20,8.9645,8.96258,9.0686,9.04468,23.5405
2019-09-21,8.9645,8.96258,9.0686,9.04468,23.5405
2019-09-22,8.9645,8.96258,9.0686,9.04468,23.5405
2019-09-23,9.04469,9.03829,9.11526,9.04388,23.61733
2019-09-24,9.04383,8.9862,9.05033,9.02148,23.57321
2019-09-25,9.02147,9.01606,9.05695,9.0418,23.57184
2019-09-26,9.0418,9.03956,9.0941,9.0747,23.68033
2019-09-27,9.0747,9.05085,9.1002,9.08127,23.69188
2019-09-28,9.0747,9.05085,9.1002,9.08127,23.69188
2019-09-29,9.0747,9.05085,9.1002,9.08127,23.69188
2019-09-30,9.0813,9.05994,9.11347,9.11058,23.71197
2019-10-01,9.1106,9.09792,9.147,9.12239,23.71701
2019-10-02,9.12236,9.11454,9.16065,9.12622,23.60904
2019-10-03,9.12632,9.09766,9.15335,9.10995,23.56429
2019-10-04,9.11006,9.07324,9.12692,9.08536,23.48513
2019-10-05,9.11006,9.07324,9.12692,9.08536,23.48513
2019-10-06,9.11006,9.07324,9.12692,9.08536,23.48513
2019-10-07,9.08535,9.08486,9.14286,9.12475,23.50155
2019-10-08,9.12469,9.12133,9.17873,9.1535,23.5796
2019-10-09,9.1535,9.14707,9.17826,9.1531,23.56177
2019-10-10,9.1531,9.10538,9.16399,9.114,23.4992
2019-10-11,9.114,9.04946,9.1144,9.07955,23.49063
2019-10-12,9.114,9.04946,9.1144,9.07955,23.49063
2019-10-13,9.114,9.04946,9.1144,9.07955,23.49063
2019-10-14,9.0795,9.075,9.12398,9.10483,23.45283
2019-10-15,9.10481,9.10105,9.16787,9.1383,23.48943
2019-10-16,9.1383,9.1331,9.20469,9.16691,23.38413
2019-10-17,9.16692,9.13779,9.20961,9.17806,23.29077
2019-10-18,9.17808,9.13593,9.19604,9.15128,23.13444
2019-10-19,9.17808,9.13593,9.19604,9.15128,23.13444
2019-10-20,9.17808,9.13593,9.19604,9.15128,23.13444
2019-10-21,9.15127,9.08951,9.1654,9.13113,22.99743
2019-10-22,9.13114,9.11677,9.16317,9.16138,22.99254
2019-10-23,9.16134,9.1142,9.1929,9.12279,23.09087
2019-10-24,9.12279,9.08107,9.1478,9.1448,23.07168
2019-10-25,9.1448,9.12654,9.20156,9.19181,23.07504
2019-10-26,9.1448,9.12654,9.20156,9.19181,23.07504
2019-10-27,9.1448,9.12654,9.20156,9.19181,23.07504
2019-10-28,9.19198,9.17732,9.24249,9.23358,23.06333
2019-10-29,9.2336,9.20367,9.3044,9.2293,23.09033
2019-10-30,9.22928,9.1566,9.25882,9.16106,23.01149
2019-10-31,9.16106,9.15629,9.22177,9.17935,22.91203
2019-11-01,9.17937,9.06974,9.19096,9.08448,22.91197
2019-11-02,9.17937,9.06974,9.19096,9.08448,22.91197
2019-11-03,9.17937,9.06974,9.19096,9.08448,22.91197
2019-11-04,9.08448,9.0742,9.1483,9.1373,22.9658
2019-11-05,9.13735,9.10245,9.20009,9.18297,23.0714
2019-11-06,9.18291,9.1263,9.20286,9.1814,23.0836
2019-11-07,9.1814,9.07797,9.1822,9.12691,23.1137
2019-11-08,9.12691,9.11667,9.16427,9.14196,23.14199
2019-11-09,9.12691,9.11667,9.16427,9.14196,23.14199
2019-11-10,9.12691,9.11667,9.16427,9.14196,23.14199
2019-11-11,9.14196,9.10875,9.1651,9.13386,23.13852
2019-11-12,9.13389,9.11362,9.16723,9.16131,23.2141
2019-11-13,9.16137,9.16021,9.22588,9.20053,23.2685
2019-11-14,9.20053,9.13389,9.21448,9.13821,23.26717
2019-11-15,9.13823,9.06274,9.15525,9.08205,23.24815
2019-11-16,9.13823,9.06274,9.15525,9.08205,23.24815
2019-11-17,9.13823,9.06274,9.15525,9.08205,23.24815
2019-11-18,9.08204,9.06181,9.13275,9.11518,23.15415
2019-11-19,9.11512,9.09576,9.15271,9.15118,23.10689
2019-11-20,9.15092,9.10981,9.21157,9.1384,23.11559
2019-11-21,9.1384,9.09728,9.15773,9.14116,23.10566
2019-11-22,9.14112,9.10781,9.17036,9.14708,23.13586
2019-11-23,9.14112,9.10781,9.17036,9.14708,23.13586
2019-11-24,9.14112,9.10781,9.17036,9.14708,23.13586
2019-11-25,9.14708,9.12634,9.19854,9.1745,23.1724
2019-11-26,9.17454,9.14891,9.18374,9.17604,23.1746
2019-11-27,9.17604,9.13165,9.19143,9.1637,23.2266
2019-11-28,9.1637,9.14463,9.19271,9.16509,23.2449
2019-11-29,9.16506,9.16322,9.22118,9.21043,23.23187
2019-11-30,9.16506,9.16322,9.22118,9.21043,23.23187
2019-12-01,9.16506,9.16322,9.22118,9.21043,23.23187
2019-12-02,9.21045,9.14539,9.21819,9.15865,23.2126
2019-12-03,9.1588,9.13383,9.19311,9.18942,23.09766
2019-12-04,9.18943,9.14752,9.21495,9.16097,23.0891
2019-12-05,9.16097,9.11435,9.16323,9.13267,23.0562
2019-12-06,9.13267,9.11302,9.15667,9.13,23.13346
2019-12-07,9.13267,9.11302,9.15667,9.13,23.13346
2019-12-08,9.13267,9.11302,9.15667,9.13,23.13346
2019-12-09,9.13,9.12468,9.15173,9.14186,23.08984
2019-12-10,9.14186,9.13554,9.19959,9.1768,23.06907
2019-12-11,9.17678,9.09493,9.17972,9.09729,23.0555
2019-12-12,9.09718,9.00738,9.10937,9.03281,22.9923
2019-12-13,9.03283,8.99352,9.06525,9.02266,22.93786
2019-12-14,9.03283,8.99352,9.06525,9.02266,22.93786
2019-12-15,9.03283,8.99352,9.06525,9.02266,22.93786
2019-12-16,9.02263,8.97852,9.02565,9.01815,22.91245
2019-12-17,9.01815,8.994,9.05609,9.03316,22.88675
2019-12-18,9.03319,8.98248,9.03972,8.99653,22.94971
2019-12-19,8.99645,8.94297,8.99899,8.96801,22.92393
2019-12-20,8.96801,8.9459,8.98344,8.97285,22.97803
2019-12-23,8.97273,8.93627,8.98423,8.959,23.05763
2019-12-24,8.95904,8.89581,8.96705,8.9022,23.04033
2019-12-26,8.9033,8.85569,8.90652,8.87441,22.9888
2019-12-27,8.87442,8.79237,8.89124,8.80179,22.90577
2019-12-30,8.80181,8.77301,8.82453,8.81277,22.77746
2019-12-31,8.81277,8.75997,8.81496,8.76766,22.67947
2020-01-01,8.81277,8.75997,8.81496,8.76766,22.67947
2020-01-02,8.78945,8.75334,8.81295,8.7979,22.72368
2020-01-03,8.79787,8.78382,8.85475,8.8437,22.78892
2020-01-04,8.79787,8.78382,8.85475,8.8437,22.78892
2020-01-05,8.79787,8.78382,8.85475,8.8437,22.78892
2020-01-06,8.8437,8.78383,8.85369,8.7887,22.7253
2020-01-07,8.78873,8.77332,8.87457,8.86115,22.6935
2020-01-08,8.86118,8.83097,8.87952,8.85702,22.7331
2020-01-09,8.857,8.852,8.90231,8.87291,22.76499
2020-01-10,8.87292,8.86243,8.91192,8.87432,22.78573
2020-01-11,8.87292,8.86243,8.91192,8.87432,22.78573
2020-01-12,8.87292,8.86243,8.91192,8.87432,22.78573
2020-01-13,8.87433,8.86115,8.91652,8.8792,22.7205
2020-01-14,8.8792,8.86017,8.90437,8.87276,22.6526
2020-01-15,8.87278,8.83619,8.89606,8.8528,22.62717
2020-01-16,8.8528,8.84462,8.8927,8.8869,22.6201
2020-01-17,8.8869,8.88019,8.91936,8.89684,22.68277
2020-01-18,8.8869,8.88019,8.91936,8.89684,22.68277
2020-01-19,8.8869,8.88019,8.91936,8.89684,22.68277
2020-01-20,8.89686,8.89042,8.94994,8.9409,22.69318
2020-01-21,8.9409,8.93194,8.99386,8.9867,22.65514
2020-01-22,8.98669,8.9513,8.99968,8.98017,22.73284
2020-01-23,8.98014,8.97286,9.02475,8.9993,22.7833
2020-01-24,8.9993,8.97179,9.06451,9.06146,22.82234
2020-01-25,8.9993,8.97179,9.06451,9.06146,22.82234
2020-01-26,8.9993,8.97179,9.06451,9.06146,22.82234
2020-01-27,9.0615,9.05961,9.15161,9.14044,22.94227
2020-01-28,9.14058,9.09873,9.18296,9.11125,22.94343
2020-01-29,9.11126,9.11004,9.18146,9.1763,22.9605
2020-01-30,9.17633,9.16348,9.23169,9.1791,22.94723
2020-01-31,9.1791,9.17335,9.24457,9.20146,22.92115
2020-02-01,9.1791,9.17335,9.24457,9.20146,22.92115
2020-02-02,9.1791,9.17335,9.24457,9.20146,22.92115
2020-02-03,9.20146,9.1729,9.28863,9.25702,22.80337
2020-02-04,9.25701,9.19916,9.27142,9.23243,22.80134
2020-02-05,9.23243,9.174,9.24903,9.1906,22.81015
2020-02-06,9.1906,9.18008,9.25442,9.2239,22.82057
2020-02-07,9.22388,9.20615,9.30375,9.28134,22.8957
2020-02-08,9.22388,9.20615,9.30375,9.28134,22.8957
2020-02-09,9.22388,9.20615,9.30375,9.28134,22.8957
2020-02-10,9.28136,9.22086,9.30187,9.27284,22.94983
2020-02-11,9.2728,9.23106,9.27764,9.24306,22.9439
2020-02-12,9.2431,9.19692,9.26289,9.25168,22.8638
2020-02-13,9.25176,9.22703,9.27658,9.26205,22.9555
2020-02-14,9.26205,9.21491,9.27056,9.23993,22.96973
2020-02-15,9.26205,9.21491,9.27056,9.23993,22.96973
2020-02-16,9.26205,9.21491,9.27056,9.23993,22.96973
2020-02-17,9.2399,9.23146,9.29731,9.2843,22.97813
2020-02-18,9.2843,9.27957,9.33756,9.31645,23.12466
2020-02-19,9.3165,9.24443,9.3178,9.29693,23.14849
2020-02-20,9.29689,9.27796,9.3354,9.3183,23.2555
2020-02-21,9.31832,9.24614,9.36432,9.3484,23.21754
2020-02-22,9.31832,9.24614,9.36432,9.3484,23.21754
2020-02-23,9.31832,9.24614,9.36432,9.3484,23.21754
2020-02-24,9.3484,9.32102,9.38949,9.3392,23.34973
2020-02-25,9.33923,9.32491,9.40166,9.36753,23.31783
2020-02-26,9.36748,9.35755,9.40601,9.39871,23.34843
2020-02-27,9.39874,9.36598,9.46078,9.45542,23.23851
2020-02-28,9.45544,9.32969,9.49399,9.36982,23.22963
2020-02-29,9.45544,9.32969,9.49399,9.36982,23.22963
2020-03-01,9.45544,9.32969,9.49399,9.36982,23.22963
2020-03-02,9.36979,9.27126,9.38266,9.3003,23.0508
2020-03-03,9.3002,9.17748,9.33116,9.26395,22.9789
2020-03-04,9.264,9.2305,9.29234,9.26597,22.84342
2020-03-05,9.266,9.23897,9.33086,9.30316,22.77351
2020-03-06,9.30318,9.06881,9.68649,9.46381,22.62173
2020-03-07,9.30318,9.06881,9.68649,9.46381,22.62173
2020-03-08,9.30318,9.06881,9.68649,9.46381,22.62173
2020-03-09,9.46379,9.41678,9.602,9.51028,22.47606
2020-03-10,9.51029,9.45543,9.63319,9.5603,22.739
2020-03-11,9.5603,9.54183,9.86432,9.79201,22.8954
2020-03-12,9.79201,9.73885,10.30012,10.16446,23.74479
2020-03-13,10.16446,9.87549,10.22745,10.17004,23.80027
2020-03-14,10.16446,9.87549,10.22745,10.17004,23.80027
2020-03-15,10.16446,9.87549,10.22745,10.17004,23.80027
2020-03-16,10.1701,10.09391,10.39711,10.20514,24.55768
2020-03-17,10.20514,10.13915,10.58326,10.44049,24.75667
2020-03-18,10.44255,10.4335,12.11065,11.89962,25.76241
2020-03-19,11.89824,11.08376,12.11049,11.12813,26.06234
2020-03-20,11.12939,10.78482,11.92714,11.79048,25.88343
2020-03-21,11.12939,10.78482,11.92714,11.79048,25.88343
2020-03-22,11.12939,10.78482,11.92714,11.79048,25.88343
2020-03-23,11.79099,11.16675,11.91089,11.34715,25.93804
2020-03-24,11.34774,10.84969,11.43085,10.97273,25.7864
2020-03-25,10.97273,10.63486,11.0449,10.68917,25.63195
2020-03-26,10.68917,10.37586,10.80808,10.39633,25.21397
2020-03-27,10.39634,10.3809,10.72216,10.6261,24.94457
2020-03-28,10.39634,10.3809,10.72216,10.6261,24.94457
2020-03-29,10.39634,10.3809,10.72216,10.6261,24.94457
2020-03-30,10.62609,10.3151,10.66402,10.49501,24.93666
2020-03-31,10.49458,10.31551,10.54352,10.36468,24.98327
2020-04-01,10.36408,10.26047,10.52056,10.41171,25.24194
2020-04-02,10.41171,10.20895,10.48498,10.40767,25.4879
2020-04-03,10.40758,10.37263,10.63769,10.57241,25.7714
2020-04-04,10.40758,10.37263,10.63769,10.57241,25.7714
2020-04-05,10.40758,10.37263,10.63769,10.57241,25.7714
2020-04-06,10.57241,10.36462,10.58093,10.36964,25.65728
2020-04-07,10.3695,10.12018,10.37303,10.28029,25.50406
2020-04-08,10.28028,10.21542,10.37082,10.22699,25.11264
2020-04-09,10.22671,10.1254,10.33669,10.20884,25.01331
2020-04-10,10.20884,10.16351,10.24171,10.18809,24.70254
2020-04-11,10.20884,10.16351,10.24171,10.18809,24.70254
2020-04-12,10.20884,10.16351,10.24171,10.18809,24.70254
2020-04-13,10.18813,10.14464,10.33692,10.21261,24.76826
2020-04-14,10.21264,10.19622,10.33813,10.30436,24.63738
2020-04-15,10.30442,10.29975,10.5771,10.54354,24.9097
2020-04-16,10.54351,10.31254,10.58112,10.35136,25.17787
2020-04-17,10.35105,10.25942,10.52047,10.40767,25.1672
2020-04-18,10.35105,10.25942,10.52047,10.40767,25.1672
2020-04-19,10.35105,10.25942,10.52047,10.40767,25.1672
2020-04-20,10.40743,10.32217,10.48705,10.4626,25.32137
2020-04-21,10.46291,10.44403,10.68525,10.66168,25.44387
2020-04-22,10.66132,10.5796,10.80072,10.76892,25.55883
2020-04-23,10.76892,10.52824,10.77025,10.61638,25.63453
2020-04-24,10.61638,10.58678,10.71599,10.61706,25.5608
2020-04-25,10.61638,10.58678,10.71599,10.61706,25.5608
2020-04-26,10.61638,10.58678,10.71599,10.61706,25.5608
2020-04-27,10.61706,10.41961,10.6383,10.50265,25.24449
2020-04-28,10.50244,10.33586,10.55124,10.35588,25.25047
2020-04-29,10.35585,10.2721,10.40973,10.2894,25.0602
2020-04-30,10.28941,10.19105,10.3551,10.29005,25.05283
2020-05-01,10.2901,10.25486,10.46202,10.40881,24.88107
2020-05-02,10.2901,10.25486,10.46202,10.40881,24.88107
2020-05-03,10.2901,10.25486,10.46202,10.40881,24.88107
2020-05-04,10.40847,10.28159,10.46556,10.28845,24.91493
2020-05-05,10.2884,10.217,10.34772,10.26299,24.94781
2020-05-06,10.26306,10.22446,10.31555,10.26346,25.12384
2020-05-07,10.26347,10.17795,10.3343,10.194,25.3535
2020-05-08,10.19399,10.17027,10.25763,10.20245,25.23914
2020-05-09,10.19399,10.17027,10.25763,10.20245,25.23914
2020-05-10,10.19399,10.17027,10.25763,10.20245,25.23914
2020-05-11,10.20244,10.15344,10.35996,10.33179,25.52074
2020-05-12,10.33179,10.08701,10.34378,10.1442,25.49358
2020-05-13,10.14425,10.03357,10.19805,10.17909,25.4048
2020-05-14,10.17885,10.12713,10.27208,10.14093,25.63907
2020-05-15,10.1409,10.13172,10.26442,10.18868,25.64368
2020-05-16,10.1409,10.13172,10.26442,10.18868,25.64368
2020-05-17,10.1409,10.13172,10.26442,10.18868,25.64368
2020-05-18,10.18866,10.00278,10.20857,10.06052,25.58167
2020-05-19,10.06055,9.91066,10.06079,9.95715,25.32552
2020-05-20,9.95715,9.88399,10.01893,9.94721,25.11686
2020-05-21,9.9472,9.87682,10.06232,10.03566,24.9457
2020-05-22,10.03589,9.96512,10.09791,10.00476,25.1151
2020-05-23,10.03589,9.96512,10.09791,10.00476,25.1151
2020-05-24,10.03589,9.96512,10.09791,10.00476,25.1151
2020-05-25,10.00475,9.99939,10.06258,10.04497,25.12193
2020-05-26,10.04497,9.85759,10.04516,9.89815,24.91825
2020-05-27,9.89818,9.7997,9.94463,9.86681,24.7875
2020-05-28,9.86681,9.73701,9.90862,9.76766,24.63341
2020-05-29,9.7677,9.64832,9.77133,9.66576,24.372
2020-05-30,9.7677,9.64832,9.77133,9.66576,24.372
2020-05-31,9.7677,9.64832,9.77133,9.66576,24.372
2020-06-01,9.66569,9.58697,9.73304,9.63267,24.22427
