,1a,2a,3a,4a,3b
2007-11-10,5.24583,5.2414,5.3347,5.3169,18.2829
2007-11-11,5.24583,5.2414,5.3347,5.3169,18.2829
2007-11-12,5.31705,5.3165,5.44525,5.42246,18.35934
2007-11-13,5.4224,5.38729,5.44635,5.40142,18.2895
2007-11-14,5.40165,5.35676,5.4211,5.39916,18.19023
2007-11-15,5.3998,5.38685,5.49825,5.49215,18.21573
2007-11-16,5.49315,5.4456,5.5169,5.46555,18.2726
2007-11-17,5.49315,5.4456,5.5169,5.46555,18.2726
2007-11-18,5.49315,5.4456,5.5169,5.46555,18.2726
2007-11-19,5.46424,5.45423,5.52222,5.50059,18.25417
2007-11-20,5.50005,5.36915,5.5045,5.37172,18.21912
2007-11-21,5.372,5.36953,5.45333,5.39937,18.11277
2007-11-22,5.3994,5.3513,5.42025,5.3654,18.05712
2007-11-23,5.3654,5.3591,5.44515,5.40915,18.09531
2007-11-24,5.3654,5.3591,5.44515,5.40915,18.09531
2007-11-25,5.3654,5.3591,5.44515,5.40915,18.09531
2007-11-26,5.40945,5.37653,5.42457,5.40708,18.06385
2007-11-27,5.40676,5.40344,5.46658,5.45695,18.05526
2007-11-28,5.45692,5.43445,5.51113,5.44805,18.07162
2007-11-29,5.44836,5.4422,5.51549,5.5009,17.96895
2007-11-30,5.50139,5.47702,5.5522,5.5292,17.91939
2007-12-01,5.50139,5.47702,5.5522,5.5292,17.91939
2007-12-02,5.50139,5.47702,5.5522,5.5292,17.91939
2007-12-03,5.52945,5.50849,5.54675,5.53193,17.9387
2007-12-04,5.53208,5.4696,5.5461,5.47619,17.953
2007-12-05,5.47624,5.47533,5.52051,5.50172,17.96563
2007-12-06,5.50137,5.46035,5.54225,5.48685,17.96642
2007-12-07,5.48634,5.4544,5.49176,5.4787,17.91426
2007-12-08,5.48634,5.4544,5.49176,5.4787,17.91426
2007-12-09,5.48634,5.4544,5.49176,5.4787,17.91426
2007-12-10,5.4787,5.4214,5.4801,5.43525,17.84457
2007-12-11,5.43525,5.41613,5.46716,5.45633,17.74831
2007-12-12,5.45615,5.38617,5.45815,5.40509,17.78418
2007-12-13,5.40523,5.39536,5.48224,5.43005,17.99832
2007-12-14,5.43005,5.41997,5.53875,5.52615,18.32501
2007-12-15,5.43005,5.41997,5.53875,5.52615,18.32501
2007-12-16,5.43005,5.41997,5.53875,5.52615,18.32501
2007-12-17,5.52659,5.52052,5.57215,5.54465,18.41269
2007-12-18,5.54361,5.53886,5.59232,5.56135,18.37274
2007-12-19,5.5612,5.55943,5.60853,5.56574,18.36592
2007-12-20,5.56578,5.56539,5.61398,5.58868,18.48489
2007-12-21,5.58887,5.56352,5.59596,5.5723,18.42585
2007-12-22,5.58887,5.56352,5.59596,5.5723,18.42585
2007-12-23,5.58887,5.56352,5.59596,5.5723,18.42585
2007-12-24,5.57211,5.54245,5.57617,5.56211,18.43725
2007-12-25,5.57211,5.54245,5.57617,5.56211,18.43725
2007-12-26,5.54502,5.50672,5.55407,5.5319,18.39591
2007-12-27,5.5312,5.44325,5.54967,5.46435,18.3605
2007-12-28,5.46419,5.38656,5.4657,5.39923,18.20735
2007-12-29,5.46419,5.38656,5.4657,5.39923,18.20735
2007-12-30,5.46419,5.38656,5.4657,5.39923,18.20735
2007-12-31,5.3994,5.39671,5.44249,5.42954,18.22279
2008-01-01,5.3994,5.39671,5.44249,5.42954,18.22279
2008-01-02,5.41633,5.3903,5.44771,5.40055,18.11885
2008-01-03,5.4004,5.33786,5.40463,5.34458,17.94435
2008-01-04,5.34494,5.30432,5.36548,5.34324,17.79086
2008-01-05,5.34494,5.30432,5.36548,5.34324,17.79086
2008-01-06,5.34494,5.30432,5.36548,5.34324,17.79086
2008-01-07,5.34339,5.3348,5.39056,5.37151,17.81816
2008-01-08,5.37154,5.34971,5.37172,5.3657,17.76162
2008-01-09,5.3657,5.35465,5.39182,5.36366,17.73148
2008-01-10,5.36465,5.2665,5.37613,5.26816,17.66184
2008-01-11,5.26812,5.26547,5.2973,5.27757,17.52809
2008-01-12,5.26812,5.26547,5.2973,5.27757,17.52809
2008-01-13,5.26812,5.26547,5.2973,5.27757,17.52809
2008-01-14,5.2778,5.25045,5.28125,5.2632,17.46186
2008-01-15,5.2628,5.24497,5.3404,5.31406,17.52391
2008-01-16,5.31405,5.30683,5.44983,5.42635,17.93138
2008-01-17,5.42635,5.3902,5.49505,5.4751,17.91816
2008-01-18,5.47514,5.4363,5.4913,5.48852,18.0093
2008-01-19,5.47514,5.4363,5.4913,5.48852,18.0093
2008-01-20,5.47514,5.4363,5.4913,5.48852,18.0093
2008-01-21,5.48818,5.47745,5.58575,5.57833,18.237
2008-01-22,5.57818,5.4642,5.6243,5.49974,18.2903
2008-01-23,5.49956,5.47742,5.58296,5.49705,17.9428
2008-01-24,5.49696,5.414,5.52148,5.42198,17.7702
2008-01-25,5.42235,5.40223,5.49754,5.48569,17.6225
2008-01-26,5.42235,5.40223,5.49754,5.48569,17.6225
2008-01-27,5.42235,5.40223,5.49754,5.48569,17.6225
2008-01-28,5.4855,5.44582,5.50812,5.45673,17.6143
2008-01-29,5.45676,5.42447,5.47057,5.43831,17.6275
2008-01-30,5.43794,5.38044,5.4547,5.43477,17.615
2008-01-31,5.4349,5.3997,5.45803,5.4077,17.5676
2008-02-01,5.40809,5.37095,5.44142,5.42145,17.4907
2008-02-02,5.40809,5.37095,5.44142,5.42145,17.4907
2008-02-03,5.40809,5.37095,5.44142,5.42145,17.4907
2008-02-04,5.42145,5.39423,5.42596,5.4082,17.4595
2008-02-05,5.4082,5.40319,5.51743,5.50982,17.5625
2008-02-06,5.50959,5.49349,5.5346,5.51636,17.5987
2008-02-07,5.51655,5.49853,5.57385,5.54995,17.8036
2008-02-08,5.55005,5.51359,5.56535,5.51566,17.7664
2008-02-09,5.55005,5.51359,5.56535,5.51566,17.7664
2008-02-10,5.55005,5.51359,5.56535,5.51566,17.7664
2008-02-11,5.51585,5.48518,5.54993,5.52095,17.6865
2008-02-12,5.52075,5.46276,5.52918,5.48259,17.688
2008-02-13,5.48274,5.45896,5.5053,5.46011,17.5235
2008-02-14,5.46025,5.4,5.4675,5.40269,17.4985
2008-02-15,5.40245,5.37185,5.41264,5.375,17.218
2008-02-16,5.40245,5.37185,5.41264,5.375,17.218
2008-02-17,5.40245,5.37185,5.41264,5.375,17.218
2008-02-18,5.37535,5.37118,5.41119,5.38215,17.24915
2008-02-19,5.38215,5.3255,5.383,5.33635,17.25445
2008-02-20,5.33665,5.33395,5.39018,5.34185,17.271
2008-02-21,5.34182,5.3042,5.34812,5.3217,17.088
2008-02-22,5.3215,5.29355,5.3291,5.31135,16.9425
2008-02-23,5.3215,5.29355,5.3291,5.31135,16.9425
2008-02-24,5.3215,5.29355,5.3291,5.31135,16.9425
2008-02-25,5.31124,5.30277,5.3336,5.30895,16.8835
2008-02-26,5.30917,5.221,5.3366,5.23283,16.8895
2008-02-27,5.23287,5.18527,5.23373,5.2073,16.6995
2008-02-28,5.2073,5.15932,5.2284,5.1751,16.73525
2008-02-29,5.1748,5.16514,5.22795,5.2093,16.671
2008-03-01,5.1748,5.16514,5.22795,5.2093,16.671
2008-03-02,5.1748,5.16514,5.22795,5.2093,16.671
2008-03-03,5.20959,5.16196,5.22706,5.1732,16.5275
2008-03-04,5.1732,5.138,5.18416,5.15995,16.39705
2008-03-05,5.15995,5.12162,5.1846,5.12771,16.45975
2008-03-06,5.1277,5.10526,5.12982,5.12312,16.419
2008-03-07,5.12329,5.10245,5.17545,5.14765,16.387
2008-03-08,5.12329,5.10245,5.17545,5.14765,16.387
2008-03-09,5.12329,5.10245,5.17545,5.14765,16.387
2008-03-10,5.14765,5.11015,5.15573,5.1362,16.3195
2008-03-11,5.1362,5.08883,5.15705,5.13723,16.374
2008-03-12,5.13726,5.0681,5.13915,5.07545,16.296
2008-03-13,5.07565,5.06363,5.11775,5.095,16.1165
2008-03-14,5.09545,5.03187,5.14104,5.06692,16.1265
2008-03-15,5.09545,5.03187,5.14104,5.06692,16.1265
2008-03-16,5.09545,5.03187,5.14104,5.06692,16.1265
2008-03-17,5.06708,5.06213,5.13991,5.1025,15.962
2008-03-18,5.1029,5.09435,5.15862,5.12148,16.261
2008-03-19,5.12164,5.09499,5.19625,5.1854,16.2975
2008-03-20,5.18521,5.17545,5.28126,5.2626,16.52605
2008-03-21,5.2626,5.24368,5.29765,5.29475,16.52605
2008-03-22,5.2626,5.24368,5.29765,5.29475,16.52605
2008-03-23,5.2626,5.24368,5.29765,5.29475,16.52605
2008-03-24,5.29458,5.21325,5.29729,5.22075,16.52605
2008-03-25,5.22115,5.16032,5.2306,5.17415,16.52605
2008-03-26,5.17415,5.0569,5.18499,5.07064,16.2715
2008-03-27,5.07085,5.06216,5.10508,5.07475,16.102
2008-03-28,5.07467,5.06968,5.11461,5.07664,16.0465
2008-03-29,5.07467,5.06968,5.11461,5.07664,16.0465
2008-03-30,5.07467,5.06968,5.11461,5.07664,16.0465
2008-03-31,5.07625,5.06325,5.10804,5.09444,16.0414
2008-04-01,5.09429,5.08739,5.20249,5.18486,16.0974
2008-04-02,5.18466,5.1183,5.20235,5.13556,16.0905
2008-04-03,5.1352,5.09712,5.15977,5.12254,16.10095
2008-04-04,5.12238,5.05993,5.12254,5.08483,15.999
2008-04-05,5.12238,5.05993,5.12254,5.08483,15.999
2008-04-06,5.12238,5.05993,5.12254,5.08483,15.999
2008-04-07,5.08477,5.0313,5.09455,5.05091,16.002
2008-04-08,5.05075,5.04443,5.07502,5.06425,15.9385
2008-04-09,5.06417,5.00056,5.07357,5.01105,16.0139
2008-04-10,5.01065,4.9835,5.05382,5.03072,15.8775
2008-04-11,5.02955,4.9964,5.0629,5.05285,15.862
2008-04-12,5.02955,4.9964,5.0629,5.05285,15.862
2008-04-13,5.02955,4.9964,5.0629,5.05285,15.862
2008-04-14,5.05285,4.98704,5.0617,5.00486,15.764
2008-04-15,5.00479,4.98153,5.0234,5.01127,15.6932
2008-04-16,5.01125,4.94347,5.01301,4.95486,15.656
2008-04-17,4.9549,4.94242,4.98955,4.97705,15.7301
2008-04-18,4.97674,4.96144,5.07815,5.0287,15.9315
2008-04-19,4.97674,4.96144,5.07815,5.0287,15.9315
2008-04-20,4.97674,4.96144,5.07815,5.0287,15.9315
2008-04-21,5.0287,4.97959,5.03635,4.99388,15.8825
2008-04-22,4.99395,4.94305,5.01579,4.95147,15.8295
2008-04-23,4.95376,4.94554,5.0182,5.00496,15.7925
2008-04-24,5.00478,5.00125,5.10517,5.08885,16.041
2008-04-25,5.08885,5.08306,5.14871,5.10495,16.18055
2008-04-26,5.08885,5.08306,5.14871,5.10495,16.18055
2008-04-27,5.08885,5.08306,5.14871,5.10495,16.18055
2008-04-28,5.10654,5.07949,5.11744,5.08736,16.11735
2008-04-29,5.08749,5.08375,5.15122,5.14262,16.20415
2008-04-30,5.14262,5.07175,5.15355,5.07487,16.21365
2008-05-01,5.07487,5.06375,5.15835,5.1533,16.401
2008-05-02,5.15414,5.10199,5.17032,5.1043,16.4209
2008-05-03,5.15414,5.10199,5.17032,5.1043,16.4209
2008-05-04,5.15414,5.10199,5.17032,5.1043,16.4209
2008-05-05,5.10413,5.0541,5.12991,5.05955,16.3185
2008-05-06,5.05935,5.03725,5.10103,5.06763,16.25
2008-05-07,5.06829,5.06407,5.14346,5.1396,16.434
2008-05-08,5.14027,5.10255,5.1467,5.11345,16.407
2008-05-09,5.11362,5.06478,5.11365,5.09729,16.286
2008-05-10,5.11362,5.06478,5.11365,5.09729,16.286
2008-05-12,5.09709,5.03265,5.114,5.05334,16.33
2008-05-13,5.05341,5.04075,5.0832,5.0673,16.126
2008-05-14,5.06755,5.06146,5.09392,5.08093,16.21
2008-05-15,5.08064,5.04898,5.11525,5.07992,16.2175
2008-05-16,5.07995,5.0121,5.09077,5.02368,16.165
2008-05-17,5.07995,5.0121,5.09077,5.02368,16.165
2008-05-18,5.07995,5.0121,5.09077,5.02368,16.165
2008-05-19,5.02352,4.99117,5.04091,5.027,16.118
2008-05-20,5.0269,4.9822,5.03173,5.0159,16.075
2008-05-21,5.0159,4.96599,5.01885,4.97672,16.0035
2008-05-22,4.97672,4.96359,5.0201,5.00215,15.98
2008-05-23,5.00215,4.9903,5.0348,5.00035,15.946
2008-05-24,5.00215,4.9903,5.0348,5.00035,15.946
2008-05-25,5.00215,4.9903,5.0348,5.00035,15.946
2008-05-26,5.00035,4.99575,5.0184,5.00625,15.8905
2008-05-27,5.00625,4.9913,5.02415,5.01174,16.027
2008-05-28,5.01185,4.98835,5.0493,5.03636,16.119
2008-05-29,5.03619,5.03218,5.08803,5.08415,16.1285
2008-05-30,5.08415,5.07515,5.12966,5.1062,16.1935
2008-05-31,5.08415,5.07515,5.12966,5.1062,16.1935
2008-06-01,5.08415,5.07515,5.12966,5.1062,16.1935
2008-06-02,5.1062,5.1017,5.14124,5.12057,16.1085
2008-06-03,5.1207,5.09398,5.16805,5.15425,16.0765
2008-06-04,5.15405,5.14392,5.18122,5.1752,16.045
2008-06-05,5.1752,5.09193,5.1861,5.10339,15.987
2008-06-06,5.10336,5.0062,5.10643,5.0185,15.766
2008-06-07,5.10336,5.0062,5.10643,5.0185,15.766
2008-06-08,5.10336,5.0062,5.10643,5.0185,15.766
2008-06-09,5.01869,5.0063,5.1047,5.0983,15.7615
2008-06-10,5.09783,5.0779,5.17803,5.17083,15.829
2008-06-11,5.1714,5.1311,5.1801,5.1714,15.7875
2008-06-12,5.17119,5.16915,5.22535,5.1802,15.8085
2008-06-13,5.18181,5.18,5.25925,5.22352,15.778
2008-06-14,5.18181,5.18,5.25925,5.22352,15.778
2008-06-15,5.18181,5.18,5.25925,5.22352,15.778
2008-06-16,5.22366,5.15905,5.2414,5.167,15.711
2008-06-17,5.16772,5.1462,5.1953,5.19163,15.604
2008-06-18,5.1913,5.14933,5.19926,5.1526,15.578
2008-06-19,5.1524,5.1464,5.19708,5.18143,15.555
2008-06-20,5.1813,5.1343,5.18373,5.14385,15.502
2008-06-21,5.1813,5.1343,5.18373,5.14385,15.502
2008-06-22,5.1813,5.1343,5.18373,5.14385,15.502
2008-06-23,5.14385,5.14265,5.18136,5.14435,15.566
2008-06-24,5.14445,5.0983,5.14836,5.11205,15.4805
2008-06-25,5.11224,5.06167,5.12533,5.06455,15.4915
2008-06-26,5.06465,5.0403,5.09015,5.05645,15.3775
2008-06-27,5.05675,5.04834,5.07435,5.05859,15.2795
2008-06-28,5.05675,5.04834,5.07435,5.05859,15.2795
2008-06-29,5.05675,5.04834,5.07435,5.05859,15.2795
2008-06-30,5.05845,5.04125,5.09858,5.0837,15.1625
2008-07-01,5.0844,5.0541,5.09875,5.06632,15.1605
2008-07-02,5.06665,5.0536,5.09825,5.05625,15.0905
2008-07-03,5.05589,5.05411,5.10539,5.0852,15.149
2008-07-04,5.08489,5.06945,5.10016,5.09408,15.1065
2008-07-05,5.08489,5.06945,5.10016,5.09408,15.1065
2008-07-06,5.08489,5.06945,5.10016,5.09408,15.1065
2008-07-07,5.09395,5.06653,5.10559,5.08214,15.1075
2008-07-08,5.08217,5.08022,5.14122,5.1355,15.0545
2008-07-09,5.1355,5.10342,5.14365,5.11618,15.0215
2008-07-10,5.11529,5.0914,5.14351,5.09573,14.9325
2008-07-11,5.09605,5.0377,5.11099,5.0658,14.8715
2008-07-12,5.09605,5.0377,5.11099,5.0658,14.8715
2008-07-13,5.09605,5.0377,5.11099,5.0658,14.8715
2008-07-14,5.0656,5.0459,5.08652,5.04756,14.7755
2008-07-15,5.04753,5.00775,5.06565,5.05335,14.67
2008-07-16,5.05297,5.04654,5.1064,5.0858,14.6505
2008-07-17,5.08586,5.06575,5.10169,5.08184,14.6305
2008-07-18,5.08171,5.06909,5.09698,5.0788,14.5835
2008-07-19,5.08171,5.06909,5.09698,5.0788,14.5835
2008-07-20,5.08171,5.06909,5.09698,5.0788,14.5835
2008-07-21,5.0786,5.05195,5.08953,5.05525,14.516
2008-07-22,5.05495,5.04775,5.11441,5.09798,14.911
2008-07-23,5.0977,5.0977,5.16275,5.15173,15.1925
2008-07-24,5.15177,5.14769,5.18146,5.16475,15.154
2008-07-25,5.16475,5.12958,5.16924,5.14359,15.172
2008-07-26,5.16475,5.12958,5.16924,5.14359,15.172
2008-07-27,5.16475,5.12958,5.16924,5.14359,15.172
2008-07-28,5.14509,5.12394,5.15313,5.12927,15.172
2008-07-29,5.12923,5.12237,5.19046,5.17828,15.2255
2008-07-30,5.17818,5.14142,5.18839,5.1453,15.4265
2008-07-31,5.1453,5.10999,5.15092,5.14255,15.375
2008-08-01,5.14255,5.12633,5.15545,5.1318,15.4545
2008-08-02,5.14255,5.12633,5.15545,5.1318,15.4545
2008-08-03,5.14255,5.12633,5.15545,5.1318,15.4545
2008-08-04,5.1318,5.11634,5.14558,5.14165,15.4225
2008-08-05,5.14165,5.14099,5.20095,5.18323,15.509
2008-08-06,5.1832,5.17484,5.21615,5.19855,15.541
2008-08-07,5.19855,5.15726,5.25914,5.251,15.9
2008-08-08,5.25073,5.23653,5.38911,5.37341,16.312
2008-08-09,5.25073,5.23653,5.38911,5.37341,16.312
2008-08-10,5.25073,5.23653,5.38911,5.37341,16.312
2008-08-11,5.37348,5.31208,5.39271,5.38815,16.301
2008-08-12,5.38814,5.35128,5.41524,5.35512,16.2795
2008-08-13,5.35535,5.34083,5.40127,5.39085,16.204
2008-08-14,5.39085,5.35341,5.41574,5.40753,16.5535
2008-08-15,5.40753,5.39028,5.43643,5.39123,16.734
2008-08-16,5.40753,5.39028,5.43643,5.39123,16.734
2008-08-17,5.40753,5.39028,5.43643,5.39123,16.734
2008-08-18,5.3912,5.38985,5.42752,5.4126,16.664
2008-08-19,5.4126,5.37184,5.43735,5.38425,16.671
2008-08-20,5.38425,5.37594,5.426,5.38586,16.614
2008-08-21,5.386,5.31468,5.39058,5.33044,16.614
2008-08-22,5.33061,5.32039,5.39326,5.39151,16.614
2008-08-23,5.33061,5.32039,5.39326,5.39151,16.614
2008-08-24,5.33061,5.32039,5.39326,5.39151,16.614
2008-08-25,5.39151,5.35118,5.40087,5.38415,16.575
2008-08-26,5.38415,5.37757,5.42736,5.38424,16.798
2008-08-27,5.38427,5.34095,5.40172,5.341,16.7885
2008-08-28,5.341,5.33581,5.3928,5.36664,16.8365
2008-08-29,5.36661,5.3623,5.43852,5.42738,16.956
2008-08-30,5.36661,5.3623,5.43852,5.42738,16.956
2008-08-31,5.36661,5.3623,5.43852,5.42738,16.956
2008-09-01,5.42723,5.42039,5.46993,5.46461,17.0425
2008-09-02,5.4646,5.45434,5.53902,5.51368,17.1865
2008-09-03,5.51372,5.51368,5.56639,5.52658,17.254
2008-09-04,5.52638,5.51396,5.61083,5.58718,17.4645
2008-09-05,5.58685,5.53722,5.63637,5.54605,17.478
2008-09-06,5.58685,5.53722,5.63637,5.54605,17.478
2008-09-07,5.58685,5.53722,5.63637,5.54605,17.478
2008-09-08,5.5458,5.53829,5.70561,5.68805,17.721
2008-09-09,5.68805,5.64295,5.7169,5.68962,17.7045
2008-09-10,5.68982,5.66826,5.78607,5.77887,17.629
2008-09-11,5.77866,5.7626,5.8566,5.8103,17.7405
2008-09-12,5.8103,5.6231,5.81584,5.64483,17.5395
2008-09-13,5.8103,5.6231,5.81584,5.64483,17.5395
2008-09-14,5.8103,5.6231,5.81584,5.64483,17.5395
2008-09-15,5.64455,5.64455,5.81083,5.79581,17.264
2008-09-16,5.79565,5.76742,5.90225,5.8437,17.052
2008-09-17,5.8437,5.7724,5.94265,5.8148,17.1135
2008-09-18,5.8148,5.72375,5.86575,5.82469,16.9468
2008-09-19,5.8249,5.64095,5.84937,5.65438,17.1348
2008-09-20,5.8249,5.64095,5.84937,5.65438,17.1348
2008-09-21,5.8249,5.64095,5.84937,5.65438,17.1348
2008-09-22,5.65418,5.49818,5.6872,5.53461,16.596
2008-09-23,5.53479,5.50183,5.62791,5.58551,16.5195
2008-09-24,5.58532,5.57928,5.65185,5.60698,16.7073
2008-09-25,5.60698,5.58533,5.67113,5.63079,16.7405
2008-09-26,5.6306,5.62983,5.70861,5.69772,16.899
2008-09-27,5.6306,5.62983,5.70861,5.69772,16.899
2008-09-28,5.6306,5.62983,5.70861,5.69772,16.899
2008-09-29,5.69787,5.69346,5.81788,5.79814,17.222
2008-09-30,5.79826,5.76406,5.92973,5.85509,17.51
2008-10-01,5.8553,5.83538,5.92903,5.89503,17.597
2008-10-02,5.89417,5.88962,6.02243,5.98095,18.014
2008-10-03,5.98116,5.95748,6.11703,6.10373,18.2043
2008-10-04,5.98116,5.95748,6.11703,6.10373,18.2043
2008-10-05,5.98116,5.95748,6.11703,6.10373,18.2043
2008-10-06,6.10373,6.09743,6.28443,6.21298,18.398
2008-10-07,6.21344,6.08367,6.23178,6.18842,18.317
2008-10-08,6.18819,6.09238,6.24066,6.11108,18.254
2008-10-09,6.11019,6.06403,6.22912,6.22677,18.3256
2008-10-10,6.22723,6.15172,6.39974,6.22368,18.7489
2008-10-11,6.22723,6.15172,6.39974,6.22368,18.7489
2008-10-12,6.22723,6.15172,6.39974,6.22368,18.7489
2008-10-13,6.22143,6.13758,6.28968,6.16703,18.4403
2008-10-14,6.16733,6.12416,6.33508,6.30832,18.1945
2008-10-15,6.30832,6.26733,6.59073,6.55247,18.5269
2008-10-16,6.55272,6.46993,6.66081,6.50616,18.698
2008-10-17,6.50592,6.46386,6.67624,6.5308,18.851
2008-10-18,6.50592,6.46386,6.67624,6.5308,18.851
2008-10-19,6.50592,6.46386,6.67624,6.5308,18.851
2008-10-20,6.53056,6.45712,6.67047,6.59545,18.9382
2008-10-21,6.59525,6.57729,6.9807,6.97719,19.7602
2008-10-22,6.97692,6.93943,7.30349,7.28483,20.5095
2008-10-23,7.28512,6.81194,7.28969,6.96198,20.332
2008-10-24,6.96279,6.75243,7.10413,6.99558,20.309
2008-10-25,6.96279,6.75243,7.10413,6.99558,20.309
2008-10-26,6.96279,6.75243,7.10413,6.99558,20.309
2008-10-27,6.99586,6.89676,7.14519,6.9292,20.0976
2008-10-28,6.92948,6.68228,6.98179,6.72798,19.8075
2008-10-29,6.72828,6.51848,6.81883,6.58108,19.1549
2008-10-30,6.58088,6.47618,6.71153,6.64235,19.0839
2008-10-31,6.64261,6.60812,6.76778,6.61952,19.2388
2008-11-01,6.64261,6.60812,6.76778,6.61952,19.2388
2008-11-02,6.64261,6.60812,6.76778,6.61952,19.2388
2008-11-03,6.61978,6.56493,6.8054,6.77009,19.3374
2008-11-04,6.76955,6.57435,6.77988,6.66008,19.2703
2008-11-05,6.6606,6.62582,6.835,6.82451,19.075
2008-11-06,6.82374,6.7331,6.94383,6.87919,19.6728
2008-11-07,6.87892,6.77757,6.90682,6.7853,19.7407
2008-11-08,6.87892,6.77757,6.90682,6.7853,19.7407
2008-11-09,6.87892,6.77757,6.90682,6.7853,19.7407
2008-11-10,6.78503,6.71379,6.85695,6.79212,19.8705
2008-11-11,6.79238,6.79158,7.03355,6.97309,20.3046
2008-11-12,6.97281,6.9035,7.13824,7.12531,20.4725
2008-11-13,7.12674,6.82772,7.2025,6.89248,20.557
2008-11-14,6.89221,6.82253,7.02368,6.9771,20.1218
2008-11-15,6.89221,6.82253,7.02368,6.9771,20.1218
2008-11-16,6.89221,6.82253,7.02368,6.9771,20.1218
2008-11-17,6.97821,6.88755,7.02365,7.0087,20.1025
2008-11-18,7.00895,6.99343,7.10386,7.06666,20.5281
2008-11-19,7.06638,6.87585,7.07548,7.06715,20.555
2008-11-20,7.0672,7.05617,7.21345,7.19793,20.615
2008-11-21,7.19784,7.0447,7.2941,7.06515,20.6725
2008-11-22,7.19784,7.0447,7.2941,7.06515,20.6725
2008-11-23,7.19784,7.0447,7.2941,7.06515,20.6725
2008-11-24,7.06465,6.90075,7.1826,6.96628,20.482
2008-11-25,6.96655,6.8859,7.08912,6.94671,19.8675
2008-11-26,6.94644,6.94072,7.0596,6.9509,19.5135
2008-11-27,6.95144,6.86685,6.98101,6.92361,19.5703
2008-11-28,6.92335,6.86383,7.03805,6.95629,20.074
2008-11-29,6.92335,6.86383,7.03805,6.95629,20.074
2008-11-30,6.92335,6.86383,7.03805,6.95629,20.074
2008-12-01,6.95692,6.95125,7.1387,7.08945,20.4265
2008-12-02,7.08889,7.00672,7.1936,7.0729,20.4373
2008-12-03,7.07312,7.02767,7.14186,7.10198,20.4155
2008-12-04,7.10427,7.06501,7.21689,7.14589,20.552
2008-12-05,7.14561,7.12639,7.31124,7.203,20.4907
2008-12-06,7.14561,7.12639,7.31124,7.203,20.4907
2008-12-07,7.14561,7.12639,7.31124,7.203,20.4907
2008-12-08,7.20305,7.02857,7.21875,7.06476,20.2005
2008-12-09,7.06503,7.03285,7.14527,7.0563,20.102
2008-12-10,7.0563,6.971,7.08934,7.02783,20.0766
2008-12-11,7.02756,6.81904,7.0308,6.86329,19.8155
2008-12-12,6.86355,6.83672,6.9486,6.84341,19.5971
2008-12-13,6.86355,6.83672,6.9486,6.84341,19.5971
2008-12-14,6.86355,6.83672,6.9486,6.84341,19.5971
2008-12-15,6.84361,6.82764,6.95038,6.87092,19.4465
2008-12-16,6.87097,6.71229,7.00661,6.76441,19.3416
2008-12-17,6.76465,6.53469,6.85688,6.58188,18.7823
2008-12-18,6.58147,6.54092,6.8812,6.85896,18.5531
2008-12-19,6.8592,6.82623,7.09745,6.98871,19.1462
2008-12-20,6.8592,6.82623,7.09745,6.98871,19.1462
2008-12-21,6.8592,6.82623,7.09745,6.98871,19.1462
2008-12-22,6.98896,6.94258,7.1119,7.04796,19.0128
2008-12-23,7.04822,6.96085,7.14313,7.0963,18.8948
2008-12-24,7.09655,6.99564,7.26545,7.10465,19.0347
2008-12-25,7.09655,6.99564,7.26545,7.10465,19.0347
2008-12-26,7.11781,6.96195,7.20443,7.0038,18.7455
2008-12-27,7.11781,6.96195,7.20443,7.0038,18.7455
2008-12-28,7.11781,6.96195,7.20443,7.0038,18.7455
2008-12-29,7.0038,6.91345,7.14975,7.04925,19.0325
2008-12-30,7.045,6.9225,7.1018,7.01675,18.96
2008-12-31,7.045,6.9225,7.1018,7.01675,19.3175
2009-01-01,7.045,6.9225,7.1018,7.01675,19.3175
2009-01-02,7.00206,6.84155,7.01174,6.88197,19.422
2009-01-03,7.00206,6.84155,7.01174,6.88197,19.422
2009-01-04,7.00206,6.84155,7.01174,6.88197,19.422
2009-01-05,6.88222,6.8234,6.9913,6.9674,19.7467
2009-01-06,6.96761,6.93423,7.05421,6.97588,19.777
2009-01-07,6.97598,6.83951,6.99913,6.9307,19.3358
2009-01-08,6.93095,6.88778,7.03808,7.01105,19.4045
2009-01-09,7.01125,6.89953,7.0376,7.01085,19.875
2009-01-10,7.01125,6.89953,7.0376,7.01085,19.875
2009-01-11,7.01125,6.89953,7.0376,7.01085,19.875
2009-01-12,7.0104,6.97575,7.0852,7.03774,20.076
2009-01-13,7.0396,7.03801,7.15535,7.10105,20.3176
2009-01-14,7.10095,7.0205,7.2773,7.1932,20.696
2009-01-15,7.19345,7.06275,7.291,7.0772,21.021
2009-01-16,7.0775,6.83075,7.0837,6.86611,20.9645
2009-01-17,7.0775,6.83075,7.0837,6.86611,20.9645
2009-01-18,7.0775,6.83075,7.0837,6.86611,20.9645
2009-01-19,6.86662,6.8088,7.06005,7.05275,21.2405
